Genes,baseMean,log2FoldChange,lfcSE,pvalue,padj,combrank
FAM19A3,19.04966963,-2.171081033,0.218318517,6.47E-21,9.53E-20,-9.53E-20
UCK2,587.2633512,-0.587763355,0.063533869,5.80E-21,9.88E-20,-9.88E-20
BYSL,608.2318711,-0.631988465,0.058809329,6.10E-21,1.03E-19,-1.03E-19
ACBD7,84.89007178,-1.11066978,0.122411,8.49E-21,1.23E-19,-1.23E-19
CDKN2A,406.7009437,-1.29919481,0.144132404,1.11E-20,1.59E-19,-1.59E-19
ARNTL2,90.7513035,-1.254281161,0.126065379,1.24E-20,1.78E-19,-1.78E-19
PFDN4,408.3341618,-0.589226731,0.064360446,1.32E-20,1.88E-19,-1.88E-19
RPP40,165.0487388,-0.591574983,0.064749352,1.56E-20,2.07E-19,-2.07E-19
BRCA2,190.2285202,-0.791612893,0.087163039,1.47E-20,2.08E-19,-2.08E-19
LBP,267.6924078,-1.756136405,0.26541523,1.88E-20,2.63E-19,-2.63E-19
LMNB1,1355.150794,-0.653035,0.07179765,1.89E-20,2.64E-19,-2.64E-19
SCRG1,47.90519003,-2.703824158,0.271866825,2.01E-20,2.81E-19,-2.81E-19
C11orf86,4.55034435,-5.617717502,0.508287777,2.21E-20,3.08E-19,-3.08E-19
PHYH,739.3901018,-0.594897177,0.065541847,2.68E-20,3.69E-19,-3.69E-19
TRPV3,8.029295589,-1.954141083,0.220084002,2.45E-20,3.69E-19,-3.69E-19
GGH,697.7832992,-0.949724499,0.105816052,2.75E-20,3.78E-19,-3.78E-19
ZWINT,881.0965901,-0.656567068,0.072932773,3.45E-20,3.79E-19,-3.79E-19
RSPO4,26.97089015,-1.506144982,0.205969975,2.93E-20,4.03E-19,-4.03E-19
SOX8,94.63367839,-2.153878647,0.194582455,3.27E-20,4.47E-19,-4.47E-19
ZBTB10,672.8808402,-0.834106903,0.092979595,3.63E-20,4.93E-19,-4.93E-19
RRM2B,1166.01112,-0.585522433,0.064905034,3.64E-20,4.93E-19,-4.93E-19
ANKRD45,11.45150666,-1.398205761,0.157250115,3.47E-20,5.13E-19,-5.13E-19
TMSB15B,73.04177381,-1.097633256,0.123510814,4.76E-20,5.16E-19,-5.16E-19
FGD1,510.3495604,-0.644976795,0.071540783,4.00E-20,5.38E-19,-5.38E-19
S100A2,214.765517,-1.876661389,0.185120609,4.22E-20,5.67E-19,-5.67E-19
ANP32E,1784.519495,-0.75066675,0.083671698,4.42E-20,5.92E-19,-5.92E-19
CIT,477.6434524,-0.653253201,0.072732529,5.32E-20,7.03E-19,-7.03E-19
METTL7B,28.8671122,-1.424037706,0.150472487,5.82E-20,7.68E-19,-7.68E-19
ZNF124,98.98227519,-0.617093638,0.068693402,5.98E-20,7.89E-19,-7.89E-19
GSTA1,54.87113608,-3.772582725,0.306160742,8.96E-20,9.39E-19,-9.39E-19
MTHFD1L,401.23208,-0.819570156,0.092227032,8.14E-20,1.06E-18,-1.06E-18
NPC1L1,36.62742529,-1.319719545,0.177617197,8.20E-20,1.07E-18,-1.07E-18
CBS,479.148436,-1.244767983,0.141553706,8.63E-20,1.14E-18,-1.14E-18
CLCN5,228.596327,-0.600703232,0.067027964,7.50E-20,1.16E-18,-1.16E-18
ORM1,113.028225,-2.386110984,0.289291942,1.02E-19,1.22E-18,-1.22E-18
COL9A3,203.4323643,-2.298584106,0.188549411,1.15E-19,1.38E-18,-1.38E-18
ABCA13,21.93599105,-2.442371564,0.294114922,1.43E-19,1.47E-18,-1.47E-18
MED1,2590.382057,-0.873472723,0.098621652,1.15E-19,1.47E-18,-1.47E-18
CHAC2,53.14318808,-0.699437105,0.078840311,1.27E-19,1.61E-18,-1.61E-18
KLK6,280.8925775,-2.357761759,0.251677845,1.34E-19,1.69E-18,-1.69E-18
FERMT1,111.7064319,-1.597376728,0.183690779,1.41E-19,1.77E-18,-1.77E-18
TMEM52,44.38414391,-1.045072538,0.120078731,2.57E-19,2.56E-18,-2.56E-18
CPA4,109.8576941,-1.81047855,0.172263248,2.57E-19,2.98E-18,-2.98E-18
FAM171A2,69.06506038,-0.979387658,0.112675514,3.25E-19,3.21E-18,-3.21E-18
DNAJC6,117.4884853,-1.073813461,0.123546012,2.77E-19,3.56E-18,-3.56E-18
TPD52,7108.445271,-0.651023767,0.074544389,3.74E-19,4.54E-18,-4.54E-18
DSC2,1847.198376,-1.029414287,0.118938692,4.23E-19,5.12E-18,-5.12E-18
USP32,1731.359498,-0.710568105,0.081194549,4.43E-19,5.36E-18,-5.36E-18
DNAH11,34.10685759,-1.997045044,0.234947789,5.75E-19,5.54E-18,-5.54E-18
IDO1,363.3779982,-1.721620769,0.172500881,3.43E-19,5.70E-18,-5.70E-18
DOCK3,54.31206796,-1.254739317,0.146341039,5.92E-19,5.71E-18,-5.71E-18
LEMD1,14.15350916,-3.355457391,0.349193322,4.80E-19,5.75E-18,-5.75E-18
ESYT3,28.20079093,-1.403479273,0.164081723,6.12E-19,5.87E-18,-5.87E-18
ARL5B,293.9316931,-0.626689411,0.07181936,5.73E-19,6.79E-18,-6.79E-18
SFT2D2,113.9576306,-0.652733117,0.075032835,6.67E-19,8.22E-18,-8.22E-18
UBASH3B,166.4409088,-0.902729258,0.1049312,8.34E-19,9.79E-18,-9.79E-18
PBK,325.5197462,-0.804091686,0.093262541,8.70E-19,1.02E-17,-1.02E-17
ZNF367,235.355004,-0.638708637,0.073426874,6.98E-19,1.12E-17,-1.12E-17
TOP2A,3536.509774,-0.875685648,0.102117628,1.10E-18,1.14E-17,-1.14E-17
PSMD3,5037.859389,-0.912312557,0.098355936,1.01E-18,1.18E-17,-1.18E-17
APLN,196.974681,-0.824087362,0.095819679,1.01E-18,1.18E-17,-1.18E-17
MAEL,7.502084168,-5.157299565,0.292685434,1.34E-18,1.55E-17,-1.55E-17
LRRN4,4.69428062,-3.019517844,0.238941276,1.36E-18,1.58E-17,-1.58E-17
POLR3G,66.29570289,-0.747632474,0.087318854,1.71E-18,1.58E-17,-1.58E-17
KIRREL2,8.367165567,-2.200457026,0.279894242,1.39E-18,1.61E-17,-1.61E-17
PLOD1,4014.83528,-0.604502482,0.070337295,1.46E-18,1.68E-17,-1.68E-17
SLC2A1,2532.245973,-0.706862615,0.0822074,1.47E-18,1.70E-17,-1.70E-17
LCTL,3.881898705,-1.830589147,0.202302044,1.63E-18,1.87E-17,-1.87E-17
THNSL1,263.1825203,-0.624633553,0.072603182,1.69E-18,1.93E-17,-1.93E-17
ODC1,1154.827835,-0.735023681,0.086090444,2.29E-18,2.08E-17,-2.08E-17
HIST1H2BG,70.00788925,-1.191263435,0.140992678,1.91E-18,2.17E-17,-2.17E-17
CCNA1,23.17443764,-0.651726484,0.179737249,2.02E-18,2.29E-17,-2.29E-17
IFIH1,1113.145847,-0.74162466,0.087086048,2.67E-18,2.52E-17,-2.52E-17
SEC14L4,5.515744786,-2.692274877,0.395436559,2.14E-18,2.63E-17,-2.63E-17
SLC5A6,2453.443508,-0.672453032,0.078765708,2.54E-18,2.84E-17,-2.84E-17
MURC,9.497013364,-1.013692795,0.102788473,3.00E-18,3.54E-17,-3.54E-17
XRCC2,89.99639642,-0.700255011,0.082301272,3.10E-18,3.60E-17,-3.60E-17
C6orf15,25.29902446,-3.983743388,0.277951977,4.46E-18,3.95E-17,-3.95E-17
CAMKV,4.425156099,-4.358026757,0.424223176,3.76E-18,4.15E-17,-4.15E-17
SLC1A6,10.70325914,-3.292457156,0.435207871,3.64E-18,4.25E-17,-4.25E-17
VWA5B2,19.79142959,-1.653544798,0.199367594,4.34E-18,4.75E-17,-4.75E-17
TRIM36,238.1277296,-1.19723985,0.143151275,3.87E-18,5.06E-17,-5.06E-17
MMP12,139.7157775,-1.788763743,0.216373631,4.69E-18,5.11E-17,-5.11E-17
MPP6,59.76762301,-1.052562408,0.125936966,5.14E-18,5.58E-17,-5.58E-17
LDHB,4134.046551,-0.9609177,0.1143275,5.27E-18,5.70E-17,-5.70E-17
ORM2,61.31531672,-2.769693991,0.315691431,5.34E-18,5.78E-17,-5.78E-17
TCF19,702.7251891,-0.613028902,0.072406055,5.64E-18,6.08E-17,-6.08E-17
GAS2L3,63.00330917,-0.903447752,0.108244006,7.54E-18,6.50E-17,-6.50E-17
DNA2,183.9309471,-0.616508038,0.072842962,5.80E-18,6.52E-17,-6.52E-17
TDO2,87.89071054,-1.146636266,0.138074851,6.79E-18,7.26E-17,-7.26E-17
ASF1B,600.8555961,-0.642842812,0.076217451,6.85E-18,7.32E-17,-7.32E-17
FOLH1,125.4097988,-1.046073201,0.125797091,7.36E-18,7.84E-17,-7.84E-17
DLL3,12.49012954,-2.178027392,0.266032173,7.14E-18,8.05E-17,-8.05E-17
HIST1H2BL,2.169681888,-1.467499701,0.177101526,7.95E-18,8.43E-17,-8.43E-17
USP18,601.594177,-0.690525171,0.082157624,7.78E-18,9.42E-17,-9.42E-17
EYA1,33.02412806,-1.180745169,0.212978172,1.13E-17,9.55E-17,-9.55E-17
IGF2BP1,7.734303243,-2.39449456,0.201930786,9.37E-18,9.83E-17,-9.83E-17
SCML2,77.91940743,-0.948823086,0.114198414,9.47E-18,9.93E-17,-9.93E-17
ELOVL6,375.3981053,-0.697095377,0.082912197,7.30E-18,1.05E-16,-1.05E-16
TMEM151A,8.676140759,-1.742619198,0.251408581,1.02E-17,1.13E-16,-1.13E-16
UNC13A,35.46852339,-0.700223428,0.155324166,1.36E-17,1.14E-16,-1.14E-16
ESPL1,387.115609,-0.729875199,0.08755451,1.22E-17,1.26E-16,-1.26E-16
BNIP3,1019.221585,-0.588332929,0.070276144,1.24E-17,1.28E-16,-1.28E-16
NXPH4,142.9246219,-1.05950679,0.15748457,1.25E-17,1.29E-16,-1.29E-16
ESCO2,151.0690528,-0.723629568,0.08682634,1.28E-17,1.32E-16,-1.32E-16
KIF18B,253.5973152,-0.828656907,0.099560919,1.06E-17,1.32E-16,-1.32E-16
GABRP,3413.318452,-1.888669912,0.233580089,1.69E-17,1.72E-16,-1.72E-16
FAM178B,42.17683539,-1.249332666,0.169301293,2.59E-17,2.11E-16,-2.11E-16
MEGF10,113.603712,-1.032048873,0.152292528,2.11E-17,2.14E-16,-2.14E-16
CKS1B,1081.445379,-0.590095802,0.071023163,2.66E-17,2.25E-16,-2.25E-16
NRCAM,292.3735816,-1.215155959,0.149161062,2.25E-17,2.28E-16,-2.28E-16
KRT83,13.20213892,-2.155839701,0.299128319,2.14E-17,2.29E-16,-2.29E-16
ABCD1,545.6166373,-0.606821747,0.073072128,2.30E-17,2.30E-16,-2.30E-16
SLC35F2,429.3028653,-0.713059292,0.086346843,2.49E-17,2.50E-16,-2.50E-16
C3orf67,79.01957654,-0.87081286,0.106509081,3.36E-17,2.71E-16,-2.71E-16
GPR19,34.97065015,-0.942641973,0.115656238,3.56E-17,2.86E-16,-2.86E-16
TK1,1453.517854,-0.750266871,0.090918292,2.91E-17,2.90E-16,-2.90E-16
COL11A2,50.06013371,-3.460070281,0.192208771,2.98E-17,2.98E-16,-2.98E-16
RNFT2,117.1705943,-0.737088989,0.089618938,3.05E-17,3.04E-16,-3.04E-16
WARS,3363.826475,-0.618910155,0.075221952,3.34E-17,3.31E-16,-3.31E-16
ATAD5,137.5281114,-0.650427966,0.079198279,4.40E-17,4.05E-16,-4.05E-16
APBA2,142.3019155,-0.986618315,0.121813835,4.97E-17,4.56E-16,-4.56E-16
POLE2,108.9557724,-0.593734923,0.072318907,5.31E-17,4.86E-16,-4.86E-16
FAM131C,10.50314118,-1.627965002,0.20390896,5.55E-17,5.72E-16,-5.72E-16
PNLDC1,13.44823988,-2.220706106,0.296330621,6.18E-17,6.00E-16,-6.00E-16
SERPINA6,460.1380565,-2.091865962,0.385045116,6.51E-17,6.44E-16,-6.44E-16
SRD5A1,444.625712,-0.805122725,0.099312798,6.77E-17,6.56E-16,-6.56E-16
TYMS,777.0193451,-0.700027751,0.086006243,6.87E-17,6.64E-16,-6.64E-16
HEPHL1,4.871230948,-2.659220593,0.215627715,8.81E-17,8.46E-16,-8.46E-16
C1QL4,14.10191881,-2.171321652,0.252409555,9.41E-17,9.00E-16,-9.00E-16
PHEX,34.38069161,-1.162926356,0.146113024,1.19E-16,9.11E-16,-9.11E-16
RAB39B,73.3519543,-1.101414775,0.137816664,9.83E-17,9.37E-16,-9.37E-16
KCNH2,100.9378545,-1.33330987,0.168273675,1.22E-16,1.15E-15,-1.15E-15
HIST1H2BF,6.903595528,-1.482500433,0.18718816,1.22E-16,1.26E-15,-1.26E-15
B3GNT4,10.26332976,-1.236640381,0.155926352,1.35E-16,1.27E-15,-1.27E-15
VGF,22.93623119,-1.424726263,0.202974711,1.80E-16,1.35E-15,-1.35E-15
FAM60A,1333.403633,-0.637346387,0.078649591,1.16E-16,1.38E-15,-1.38E-15
XK,61.09433524,-1.138150042,0.143677878,1.64E-16,1.52E-15,-1.52E-15
RAB6B,199.2631422,-0.794099731,0.099292837,1.73E-16,1.67E-15,-1.67E-15
PRSS3,9.621534765,-2.464341541,0.304337082,1.85E-16,1.71E-15,-1.71E-15
CASP5,2.02639222,-2.007945866,0.255424356,1.87E-16,1.72E-15,-1.72E-15
CDC25C,121.9210261,-0.714146032,0.089215156,1.96E-16,1.81E-15,-1.81E-15
ALDOC,396.1359234,-0.95945565,0.120963113,2.06E-16,1.89E-15,-1.89E-15
MATN4,7.157640324,-2.934224317,0.28192115,1.91E-16,1.93E-15,-1.93E-15
CXorf49B,13.14912671,-5.321969689,0.547833805,2.16E-16,1.99E-15,-1.99E-15
ABCC2,23.30925802,-1.641293289,0.160534653,2.44E-16,2.24E-15,-2.24E-15
TMEM74,3.990991209,-1.830869294,0.234843175,2.67E-16,2.45E-15,-2.45E-15
RARRES1,1108.257765,-1.421750133,0.165583213,3.29E-16,2.51E-15,-2.51E-15
SERPINB7,29.4831821,-2.570991642,0.244238082,2.79E-16,2.55E-15,-2.55E-15
ZFP42,9.033237315,-4.741364683,0.611145185,2.84E-16,2.74E-15,-2.74E-15
WNT6,37.26530357,-1.726484207,0.223590836,4.03E-16,2.92E-15,-2.92E-15
SPDYC,40.81486821,-3.678746158,0.40958494,3.41E-16,3.09E-15,-3.09E-15
IL22RA2,14.74404233,-1.864982131,0.248939508,3.17E-16,3.14E-15,-3.14E-15
TREM1,51.62768811,-0.99236368,0.126798999,4.43E-16,3.22E-15,-3.22E-15
ARHGAP11B,28.53328354,-0.80700806,0.102452706,4.54E-16,3.28E-15,-3.28E-15
PFKP,1307.221301,-0.838212299,0.106374338,3.99E-16,3.39E-15,-3.39E-15
CCDC18,88.68134888,-0.622431034,0.078188873,3.77E-16,3.39E-15,-3.39E-15
GPR156,10.38612776,-1.454590495,0.187102013,3.88E-16,3.68E-15,-3.68E-15
NDRG4,157.055579,-0.897752154,0.114169665,4.00E-16,3.74E-15,-3.74E-15
DTNA,446.5702183,-0.91380336,0.116426597,4.28E-16,3.82E-15,-3.82E-15
BPI,16.44569901,-2.869709551,0.308098664,5.45E-16,4.80E-15,-4.80E-15
TTLL4,681.9694707,-0.637112567,0.080872276,6.07E-16,5.33E-15,-5.33E-15
CHST4,13.45436444,-2.202074371,0.288816773,6.58E-16,5.75E-15,-5.75E-15
CP,2042.879326,-1.369274817,0.215045414,6.78E-16,5.91E-15,-5.91E-15
HIST1H2AE,114.0504212,-1.093686741,0.141180722,6.92E-16,6.29E-15,-6.29E-15
TPRXL,24.01981785,-1.174751298,0.204268595,7.39E-16,6.41E-15,-6.41E-15
HIST1H2BE,14.78745613,-0.77570304,0.099200877,7.74E-16,6.69E-15,-6.69E-15
HIST1H3B,2.116055006,-2.030390999,0.266972326,8.04E-16,6.93E-15,-6.93E-15
PTTG1,511.788791,-0.729857237,0.093262576,8.28E-16,7.13E-15,-7.13E-15
C17orf96,211.603507,-0.910178899,0.117105863,7.94E-16,7.14E-15,-7.14E-15
SLC22A16,3.646245432,-2.20661007,0.275054546,8.33E-16,7.16E-15,-7.16E-15
SULF1,5950.361778,-0.727842636,0.093003408,8.55E-16,7.33E-15,-7.33E-15
KLF1,2.035425943,-0.768418366,0.097656295,7.92E-16,7.42E-15,-7.42E-15
ENHO,132.1124948,-0.99301811,0.163706462,9.18E-16,7.85E-15,-7.85E-15
BAIAP2L2,27.36168181,-1.370986799,0.163729161,1.35E-15,9.21E-15,-9.21E-15
C12orf60,39.19279384,-0.624956034,0.106255297,1.09E-15,9.25E-15,-9.25E-15
BAG2,192.8271624,-0.693183232,0.089483431,1.67E-15,1.32E-14,-1.32E-14
NEK2,566.0564468,-0.664077045,0.085717374,1.86E-15,1.55E-14,-1.55E-14
HRK,1.95378974,-2.915405191,0.37366951,2.24E-15,1.86E-14,-1.86E-14
SPRR1B,8.163338054,-4.403578273,0.538719916,2.32E-15,1.92E-14,-1.92E-14
FCRLB,101.365519,-0.583799974,0.172551238,2.29E-15,1.98E-14,-1.98E-14
CDK5R1,129.6558086,-0.586224989,0.075727391,2.42E-15,2.00E-14,-2.00E-14
ACAN,119.1252624,-2.315125623,0.13454668,2.53E-15,2.09E-14,-2.09E-14
POU5F1,5.154467882,-1.421428879,0.188681472,2.70E-15,2.21E-14,-2.21E-14
RTKN2,206.8068336,-0.624457687,0.080953027,2.64E-15,2.27E-14,-2.27E-14
IGLON5,7.677479265,-1.300389217,0.173004304,3.40E-15,3.00E-14,-3.00E-14
ESM1,225.4129545,-0.742235695,0.097337932,3.73E-15,3.01E-14,-3.01E-14
MSI1,116.9565589,-1.190143057,0.158471478,3.73E-15,3.01E-14,-3.01E-14
MYLK3,10.50294035,-1.028859936,0.149389809,3.97E-15,3.20E-14,-3.20E-14
GPR63,11.07030565,-1.042182528,0.138312616,4.29E-15,3.45E-14,-3.45E-14
SNTB1,352.5202683,-0.667083577,0.087259644,3.96E-15,3.80E-14,-3.80E-14
MYO10,1625.036087,-0.66842098,0.087339234,4.03E-15,4.09E-14,-4.09E-14
GLYATL2,465.9084177,-1.083412754,0.217042186,5.43E-15,4.31E-14,-4.31E-14
AKR1B15,22.39517137,-2.349492975,0.266821836,6.79E-15,4.31E-14,-4.31E-14
SLCO5A1,14.54746081,-1.273088287,0.170589788,5.05E-15,4.37E-14,-4.37E-14
TGFBI,3456.157222,-0.643201531,0.084515539,6.06E-15,4.78E-14,-4.78E-14
PHGDH,1857.108576,-1.119100217,0.131096573,6.29E-15,4.95E-14,-4.95E-14
MMP7,2070.200043,-1.410606588,0.179701304,6.47E-15,5.08E-14,-5.08E-14
CYP24A1,23.30365932,-2.839438984,0.267641069,8.35E-15,5.27E-14,-5.27E-14
RNF222,3.792535132,-2.436170513,0.283770243,7.13E-15,6.09E-14,-6.09E-14
UBE2S,527.5232299,-0.659547747,0.087279547,7.96E-15,6.20E-14,-6.20E-14
BATF2,173.7645377,-0.953322212,0.127707338,7.80E-15,6.35E-14,-6.35E-14
UNC80,5.177279573,-2.209064791,0.270512582,7.95E-15,6.75E-14,-6.75E-14
SPAG4,84.74655801,-0.787292575,0.105414816,1.10E-14,6.86E-14,-6.86E-14
KCNJ6,4.338276412,-2.031920549,0.244731856,8.74E-15,7.17E-14,-7.17E-14
RASGRF1,75.48152141,-0.642490527,0.156619061,1.27E-14,7.88E-14,-7.88E-14
CCNB3,31.30610529,-0.902534848,0.12151205,1.18E-14,9.04E-14,-9.04E-14
ATG9B,52.6456194,-0.661601874,0.12085894,1.20E-14,9.21E-14,-9.21E-14
JPH1,209.1863806,-0.881928107,0.118775322,1.22E-14,9.35E-14,-9.35E-14
E2F1,505.0240968,-0.67731219,0.090527494,1.35E-14,1.03E-13,-1.03E-13
NHSL1,361.8100852,-0.591798206,0.07890334,1.38E-14,1.04E-13,-1.04E-13
LPIN1,767.8188946,-0.648194988,0.086293478,1.41E-14,1.07E-13,-1.07E-13
IFI27,4935.583463,-1.019184767,0.138326505,1.43E-14,1.08E-13,-1.08E-13
OGFRL1,589.6542729,-0.654125147,0.087414174,1.28E-14,1.11E-13,-1.11E-13
BTG3,450.5581656,-0.70476134,0.094530976,1.51E-14,1.13E-13,-1.13E-13
UPK2,7.867150624,-1.656125772,0.187397777,1.65E-14,1.24E-13,-1.24E-13
ERBB2,18444.07893,-0.61737078,0.133331312,1.98E-14,1.32E-13,-1.32E-13
PRDM13,3.394612842,-2.280256606,0.651738992,1.95E-14,1.45E-13,-1.45E-13
RASGEF1C,10.30310557,-2.466406136,0.312931997,2.01E-14,1.62E-13,-1.62E-13
KRT80,744.3177655,-0.79730613,0.108061825,2.11E-14,1.79E-13,-1.79E-13
HR,442.1657654,-0.983869611,0.134703942,2.46E-14,1.81E-13,-1.81E-13
DDC,8.794815876,-1.878987994,0.391723801,2.69E-14,1.97E-13,-1.97E-13
MAP2,337.2587498,-0.962899455,0.13197815,2.70E-14,1.98E-13,-1.98E-13
RSAD2,854.2818609,-0.837113908,0.114738951,3.27E-14,2.01E-13,-2.01E-13
XKRX,13.68426801,-0.766392281,0.104152363,2.79E-14,2.16E-13,-2.16E-13
RAB3B,15.91332388,-1.013035225,0.186189188,3.48E-14,2.53E-13,-2.53E-13
HERC5,357.5791604,-0.780157327,0.106771673,3.82E-14,2.77E-13,-2.77E-13
BOP1,455.8926201,-0.75302297,0.103018297,3.86E-14,2.78E-13,-2.78E-13
OAS3,3106.901104,-0.699998099,0.095496563,3.53E-14,2.82E-13,-2.82E-13
IMPA2,569.3597761,-0.766102642,0.104937154,4.09E-14,3.01E-13,-3.01E-13
UHRF1,474.3068043,-0.613647528,0.083443168,4.30E-14,3.10E-13,-3.10E-13
SYN1,52.65134666,-0.858265075,0.141680419,4.39E-14,3.16E-13,-3.16E-13
PSORS1C2,9.661010254,-3.375795347,0.251608389,4.52E-14,3.25E-13,-3.25E-13
CCL20,23.9125979,-1.621110769,0.189040875,4.61E-14,3.31E-13,-3.31E-13
PPM1L,71.95902216,-0.645778003,0.08843373,5.75E-14,3.31E-13,-3.31E-13
TMEM97,920.5539743,-0.592247246,0.080719367,5.18E-14,3.70E-13,-3.70E-13
IP6K3,12.13497735,-1.897217106,0.296971074,5.15E-14,3.90E-13,-3.90E-13
HSPA4L,157.2787306,-0.832292452,0.114857857,5.26E-14,3.92E-13,-3.92E-13
TPTE,3.323935839,-2.345213388,0.285418014,6.49E-14,4.60E-13,-4.60E-13
SLC5A5,9.09151857,-1.953185854,0.223238325,6.53E-14,4.63E-13,-4.63E-13
HIST1H3J,1.479959467,-1.50202571,0.210297235,6.57E-14,4.65E-13,-4.65E-13
SERPINB3,7.367821838,-4.684114608,0.619983422,6.73E-14,4.75E-13,-4.75E-13
MFI2,367.6249747,-1.148464037,0.140944669,6.81E-14,4.81E-13,-4.81E-13
ELOVL4,57.65342811,-0.860502472,0.120500669,1.06E-13,5.97E-13,-5.97E-13
RASD2,414.2717758,-0.9070883,0.126490036,8.36E-14,5.98E-13,-5.98E-13
LMO1,4.782828357,-2.780162693,0.329173746,7.84E-14,6.01E-13,-6.01E-13
TDRD12,24.27494508,-1.292847677,0.373526248,8.99E-14,6.29E-13,-6.29E-13
ZBTB8B,4.301963618,-1.94360937,0.330856575,9.05E-14,6.33E-13,-6.33E-13
KCNQ4,14.97475096,-1.394294931,0.197910454,9.43E-14,6.58E-13,-6.58E-13
SIX3,27.00763959,-2.000240176,0.266149716,9.43E-14,6.58E-13,-6.58E-13
LAMP3,322.0590058,-1.020061687,0.143459786,9.42E-14,6.58E-13,-6.58E-13
SERPINB5,562.0857128,-0.777765304,0.200163598,9.57E-14,6.65E-13,-6.65E-13
CHD5,8.614086368,-2.003465256,0.208891101,9.97E-14,7.35E-13,-7.35E-13
GJA3,6.896334223,-1.187946259,0.167792752,9.99E-14,7.36E-13,-7.36E-13
TMC7,95.94657361,-0.637964925,0.088479797,1.16E-13,7.52E-13,-7.52E-13
TROAP,305.5465622,-0.704528825,0.098000394,1.10E-13,7.61E-13,-7.61E-13
CYP2A7,49.01439989,-4.14245542,0.419245829,1.53E-13,8.48E-13,-8.48E-13
MUC16,515.103274,-1.660007857,0.238984363,1.37E-13,9.47E-13,-9.47E-13
MAMLD1,147.5414379,-0.755126288,0.105763408,1.38E-13,9.51E-13,-9.51E-13
TMEM38A,75.72664366,-0.708326166,0.099027828,1.43E-13,9.87E-13,-9.87E-13
ACSL6,27.07968524,-1.258606178,0.163341778,1.90E-13,1.05E-12,-1.05E-12
BCAT1,484.9809465,-0.688433383,0.09632766,1.54E-13,1.05E-12,-1.05E-12
UBD,1351.968199,-1.160884094,0.166667736,1.84E-13,1.18E-12,-1.18E-12
HIST1H2AM,17.94402856,-0.921987156,0.131259212,2.17E-13,1.19E-12,-1.19E-12
ADM2,323.8834426,-0.622383954,0.087024446,1.84E-13,1.26E-12,-1.26E-12
ZNF114,11.72032625,-1.021442682,0.145550552,1.94E-13,1.32E-12,-1.32E-12
TLCD1,280.7223269,-0.661054485,0.092765546,1.96E-13,1.34E-12,-1.34E-12
IGSF1,177.1116736,-2.221391641,0.234668916,1.88E-13,1.34E-12,-1.34E-12
SLC16A1,857.9409963,-0.734573199,0.103807911,2.36E-13,1.34E-12,-1.34E-12
TET1,78.64694546,-0.60627966,0.084775889,1.97E-13,1.34E-12,-1.34E-12
AIF1L,1284.553949,-0.8125062,0.115157922,2.20E-13,1.41E-12,-1.41E-12
FBN2,231.419491,-0.997786683,0.142454349,2.13E-13,1.45E-12,-1.45E-12
RHBDL2,93.11026275,-0.666310295,0.093692466,2.18E-13,1.48E-12,-1.48E-12
TUBA4A,967.6213306,-0.710074835,0.100955913,3.04E-13,1.63E-12,-1.63E-12
ISG15,2844.657131,-0.990223889,0.142036986,2.61E-13,1.75E-12,-1.75E-12
ABTB2,200.7733764,-0.787785922,0.111959095,2.68E-13,1.80E-12,-1.80E-12
CALB2,302.8272304,-1.30873741,0.175407015,2.69E-13,1.81E-12,-1.81E-12
GBP6,16.91565032,-1.213626039,0.157762061,2.78E-13,2.03E-12,-2.03E-12
DPF1,6.826875854,-1.194455291,0.172644432,3.05E-13,2.03E-12,-2.03E-12
GPC2,48.99784348,-0.977332019,0.140467239,3.09E-13,2.06E-12,-2.06E-12
KCNK12,3.864672924,-1.63315766,0.211068492,3.15E-13,2.09E-12,-2.09E-12
NGB,2.224193342,-2.509127895,0.387650023,3.13E-13,2.20E-12,-2.20E-12
MKRN3,28.4124379,-1.728151871,0.254376793,3.84E-13,2.53E-12,-2.53E-12
NRTN,25.88489798,-1.155585494,0.167970591,3.98E-13,2.62E-12,-2.62E-12
BRSK2,36.19176856,-0.924303974,0.224154517,5.40E-13,2.84E-12,-2.84E-12
GPR84,41.96466408,-0.720086887,0.102944811,4.36E-13,2.86E-12,-2.86E-12
MT3,3.826228807,-2.754529028,0.345709469,4.52E-13,2.95E-12,-2.95E-12
PPM1E,63.74263868,-1.105522888,0.161161639,4.91E-13,3.20E-12,-3.20E-12
TRIM55,8.744472088,-2.548481128,0.312169274,5.22E-13,3.39E-12,-3.39E-12
KLRG2,73.08242363,-1.064016944,0.155458128,5.80E-13,3.75E-12,-3.75E-12
MARK1,172.9953517,-0.761059674,0.109723717,5.87E-13,3.79E-12,-3.79E-12
MMP10,103.7986166,-0.986386049,0.194178462,6.07E-13,4.08E-12,-4.08E-12
CSMD2,50.88415398,-0.886424952,0.129559566,8.42E-13,4.34E-12,-4.34E-12
KCNS1,20.96907021,-1.749349113,0.217248182,8.51E-13,4.36E-12,-4.36E-12
GJB7,4.44579,-1.618991187,0.431796285,6.90E-13,4.42E-12,-4.42E-12
TAP1,3708.295999,-0.666606178,0.095731236,7.99E-13,4.55E-12,-4.55E-12
IQGAP3,809.5011558,-0.642381217,0.092098869,6.23E-13,4.57E-12,-4.57E-12
LYPD1,76.99536637,-0.839409172,0.106335997,7.22E-13,4.61E-12,-4.61E-12
